date,type,amount,address,coupled,coupling_info,txid
2025-09-27 04:05:30,OUT,286.5486,THe8ZPqDb1JxBmesNAprWWTCKdC8PwxFdX,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,9d558428cf465cb7f3d93048e3e196ea3ee78f6a5b43a614036efd4fa25ff58d
2025-09-27 04:12:51,OUT,59.69,TH3GH4CQjB7REcL9syP2XknCmwjBg2VULT,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,82e670fd854d5aa68be787e37df5d67740a00f47efecfa82ad5516f97df3985b
2025-09-27 06:25:18,OUT,22.44,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,91598f1ec103adb7f8abd1428b97b5cc1f1268895783af65b48ced8d5a927f82
2025-09-27 09:08:54,OUT,22.3652,TQkwV4VrTQb6cVzw5HqPyUsTE7vV13GwWK,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,b2db96c9032d1efbf4e0179ac5eb569b054d17a72579f9f7ff562dde002534ed
2025-09-27 10:31:24,OUT,58.2777,TRnWF5PMa2hStEt1zfkLtxWGDcEPzE1YKg,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,92fa8f9aa2285b181ff0c188dba5ed259378d9508f0cb50ff57e72056c9dd9f2
2025-09-27 12:02:57,OUT,24.85,TK6emgWaVhi8c63SnYQ3ketYi1thMBLEDw,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,580443018f10ae45e03dc6a44193b18294b6423e29a8ffeb40638712ac16c6e3
2025-09-27 12:39:57,OUT,1673.1026,TWQb4FNBwNVni2ZEcy94fa9j8cVqefjsS9,True,Coupled with 4524.511991 IN at 2025-09-27 00:44:51,acce6efba5a5b6128d6dda678a11e2f46f3f1bd3720af5d37cbfafbc13ad861e
2025-09-27 14:17:48,OUT,22.43,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,False,NOT COUPLED,f37a94ea7f1186c73809a622326494265461a12918ed90aa0f5531e6d9eb966a
2025-09-27 15:34:42,OUT,221.0,TJ34DXnYpQYPG7pHPgAzZMwYqkVrGJntz7,False,NOT COUPLED,4bb72f818358854c50c873bf8f7198d3d0f56e765c3ec33879086294e53cfbe5
2025-09-27 16:44:36,OUT,5.87,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,False,NOT COUPLED,cd600aceb68fa1c3166666572f0bd876990f9a26cfb9a89f315f474e4cfeea3d
2025-09-27 18:45:03,OUT,89.75915,TBEYmTZopBhzZZvwSJVzeRdyBgJvAqcVi8,False,NOT COUPLED,7b0c750e9dd26d4fecd0885afe8dfdd796b931214191e546e7f27cc6f75160be
2025-09-28 01:54:09,OUT,438.71815,TE6xx6yFuGcrixf3QCnNC3JF7tJxJM5uVD,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,6bb1551970b2418926b3dec71f0438d5acc9503bdcb3698a10e40c6a4a4f7c42
2025-09-28 02:07:36,OUT,91.12935,TJGWksUZFTQnP5zW9ySco4McXKQfe91io3,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,873dfb26d61c892911203ff2d2edd74cd8dcf5c805e288a3986904874f19c477
2025-09-28 02:14:51,OUT,44.87405,TJ8DQNipPCf97fKeUT27RgBKkkgWoFWgYD,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,b7349f2bd9bf3f3ded4a34f2a99edca1969b967ac32871e0066b7f3e3037048d
2025-09-28 02:34:12,OUT,604.37975,TQfThB4pJZGw3nvuGRzS9XWwMvM1eU8UJN,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,cbb79598a30095e730c9d3cbb56f72ac49d357d0070d9642009faf13ade147bc
2025-09-28 02:44:51,OUT,155.6945,TKMqqPgjoBbC1e11XSnx3MHygeeHQYvhvo,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,585c35e18fc792b1cbd7dc1ccf048bd774fb829351a19b7c1a4f05878354fd06
2025-09-28 02:52:06,OUT,106.85,TFRtgJX9cUaPzAUsvPkN2AFSJSx2kWi1n5,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,a7b21df2ec626af6dc38f16e3a3658b9e9a5e0f73bcea021d362177d840646b4
2025-09-28 02:59:15,OUT,11.11,THbSuTSsCA63yWSKPo2xkPWEkPV8wwMMji,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,3258acbf34c8fc0be71c3c3b4c1a9627ac56301e91400b8771f5e670e13ebe6c
2025-09-28 03:15:48,OUT,74.2,TXL9PtGyokrh8D6zstyiLp4j12F4yHLz5h,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,46052b793892d7fc798babd81c61b817cb0f89449a7a274b7abae646a94d2848
2025-09-28 03:30:18,OUT,1105.0,TDYKY7KDE3Z9mJYovks7aWgMuqCzDaeGST,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,b91f3b57fba3d224f1b3c9acb19e087e3f1ce215e3560868e8e08480fd2b1055
2025-09-28 03:37:51,OUT,62.56,TMVMBaps9Jka7o548GmNF8iycpgwYsBEPy,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,d116d83747eb693b5d837be4313ebfba9bcb5ea3d678e7471da751354119b22d
2025-09-28 04:10:27,OUT,115.8261,TRhcVPVwVgJ3Ah3Bz2Ek68MpW85LK9Ca7Z,True,Coupled with 4277.788298 IN at 2025-09-27 18:46:54,4e3651972ce4348becf3f75b82f87cf4d1b42bb97b35a9d780e6263639ae6d6a
2025-09-28 10:56:39,OUT,47.54,TJ8DQNipPCf97fKeUT27RgBKkkgWoFWgYD,False,NOT COUPLED,ff9e53611d67f6888d69fa8e3e96a8c3fb17893a0654812ebf94fb1d38e6a415
2025-09-28 11:11:12,OUT,48.8,TYrh2JX6Lkf1oGaMrFikyxWHzk6rdP66xC,False,NOT COUPLED,78a9af602dcf1ead91750679a8de9440d2f71cb25d9f6f5d7c2b15712ab6f22f
2025-09-28 11:16:45,OUT,31.41515,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,False,NOT COUPLED,c9bf0a02ee7edfb448b888b92b4fb26be5b1809def67240a5cb18a98d73d4745
2025-09-28 11:40:33,OUT,46.26635,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,False,NOT COUPLED,a5ec9ccf21a50a77d7e7c2253804eb75c1bd670dd694592dfcfc4f0ca3f61054
2025-09-28 11:51:54,OUT,218.7458,THf9y7KfDqZo6EsvNvYgJSMmNL9LyU7ZsN,False,NOT COUPLED,72a3d214f33e8a4ceedd1dec8d8d34e7dd3abd1711b8adc87e69e0f7ac65045c
2025-09-28 12:01:54,OUT,113.95,TRhzy6Pgx1CCGQCsrC4c1Q7L5fPoLhTmmK,False,NOT COUPLED,867856f89047fe46cfb27406f6837f0d4af98fc187c3e16ee5e307825ba25c5b
2025-09-28 12:32:57,OUT,552.5,TWH2vD2sfeuQWrAmswfikAWhFNnaDGeesw,False,NOT COUPLED,df0cc8b743bfe02c70e8dd4946e153fd3621f9663bffb3c83055287d5fa53db9
2025-09-28 12:47:21,OUT,10.0,TE9yE9uGo8s95ZSHXnxzbnRR2YPGkb7FA8,False,NOT COUPLED,18ab6c28103373524b55e8739cfa5fa317c716694e442484a14ca6539a00bc26
2025-09-28 13:40:12,OUT,159.79165,TJMAes6WwdRExz5ocF8eKXLfEXSKQitt15,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,65840f3cf8580d79527de54c2aca05bf9729e2682d2aa3550cd64ed2b7ada4c5
2025-09-28 13:50:12,OUT,287.22265,TKAUJna1WV93N9KKRLprzBk7antSBKXWFr,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,cb449607f30f536443a7fa0f47d5b22d6faa24a70cfd081390813a6bd41dd4c9
2025-09-28 14:10:09,OUT,801.125,TJ34DXnYpQYPG7pHPgAzZMwYqkVrGJntz7,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,a43650a2a381ca7e0dc1092886879e53053a6ef0c2ff30b6b8485ddaabc52684
2025-09-28 15:19:09,OUT,91.99125,TQkx3TbV61gZE45EC3e6TwJGtQofAhBpdH,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,c3d173331f507c2c674772a509648c638d5597a1a3c7c8379a48d64bb620ca92
2025-09-28 15:32:39,OUT,552.5,THcreDQhZEND2Cd6JCxim96w6Y9xpG5umw,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,26495c6ef588fe0aea68e8e29da593855fc822c4c3a5dc18d00a8b7e9c669e7c
2025-09-28 15:50:27,OUT,195.83915,TKMqqPgjoBbC1e11XSnx3MHygeeHQYvhvo,True,Coupled with 2252.466227 IN at 2025-09-28 13:11:03,f29224b6c16e295b9d68d9ab7bfc0b81cb4eabeb8db675292eb5e67b0aa5f7c9
2025-09-28 16:06:30,OUT,195.83,TKMqqPgjoBbC1e11XSnx3MHygeeHQYvhvo,True,Coupled with 194.0 IN at 2025-09-28 15:57:54,8129794060fe9dabc2bb747262c7a5f8d72a95f1d401e04d4802528dae13c771
2025-09-28 17:49:27,OUT,18.84375,TH3GH4CQjB7REcL9syP2XknCmwjBg2VULT,True,Coupled with 194.0 IN at 2025-09-28 15:57:54,b49a76d8b9b5983c60e34f985173339177722abf63df5b4ae19225fd79013e72
2025-09-28 20:23:45,OUT,171.0982,TZ3omozCPLKHttefQqh23KdXQs78HoKcNJ,True,Coupled with 194.0 IN at 2025-09-28 15:57:54,9304aba44d013ab71931a21681976771a49073d1477141e1671b447c5a9cff44
2025-09-28 23:28:57,OUT,227.1659,TQfThB4pJZGw3nvuGRzS9XWwMvM1eU8UJN,True,Coupled with 194.0 IN at 2025-09-28 15:57:54,48f83a18cf76c48025d96f7b7a6f7de92b99ea0ea5ba0a4145b35249e54d89dd
2025-09-29 09:42:27,OUT,325.89,TGcKjdAquMVNkh3EvUXvSN2AePsBXo1432,False,NOT COUPLED,9d2e547c4e2bc4174f59b9ee49bdda5404c3092728e09f3890461e21e1fedb76
2025-09-29 10:21:18,OUT,121.88,TVF5EfYbYbMVaJbNeyLbm7hK2ST9GFnZqJ,False,NOT COUPLED,d37a2d8d37a2d1cf799538fb6261a5a331198e74c14687fe5a39357959c8ce8e
2025-09-29 12:36:12,OUT,92.4443,TFUfsDCg7XRTR1zXz3W7ioZHNqVa7RSSB3,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,b31a8ca71b503fdbd62885006c51550acd6d9fe9a4fa4a7e03d8f8c79e33ba86
2025-09-29 12:58:15,OUT,663.0,TVw66GT1ksBD5L9G1WXsQcTRUSfNyy2ooZ,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,1aea57d6750746db98ca1e604e27437def69cc9c21000115877164cd1e4a7111
2025-09-29 13:09:36,OUT,61.8358,TBYgF8SDbZydy2JpiPMVaiR4cadNkFHsY3,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,9f18d51a5210b8c4e733ff5ac264109d22d4f9d76707a55fd741569f9d47e8d2
2025-09-29 13:26:30,OUT,162.4571,TQdW2SWDA8WZ31YzHqCHbB3HHpwSY4xy9x,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,ad5b4d9d64821299291f6a3749142efb75a6e24888b39f6c095fa315f02e3b8d
2025-09-29 15:31:09,OUT,42.0273,TGAPqchGqQ8LA2EA7Ah9n97aZAceNgYjAC,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,bf8d00d4b0826afca5477ce221b7f9e4db760e28177de90411ae25cd857bc9f9
2025-09-29 16:15:39,OUT,387.0273,TGAPqchGqQ8LA2EA7Ah9n97aZAceNgYjAC,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,b60b10692e07b5eadc04e8ddb0fda0b25dee5a5b5e8a9122d49864f0c550002a
2025-09-29 17:40:54,OUT,163.4516,TCFQqHYE4t23FqytSyfnv5CjX1ogXb9eZU,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,5929ae560b424ae5fb856b5af67ef7ac6f6f9078a98076e28c90caa96cb1e4e2
2025-09-29 19:23:18,OUT,71.32775,TC89qzd768Vd6uf9SHrVQE6fSWgteWKgQ9,True,Coupled with 1717.983956 IN at 2025-09-29 11:43:51,8fb1aaf9834f0e6b3ca20744733965cd8a5a1ced41c2dc27ba1244f8b302adbc
2025-09-30 02:51:18,OUT,227.23704,TRWqfsJxbx9Kav9HJj82rTC1tgG498cEsK,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,1221177630e9e80e2f25684be28a61359105b9657fb43296dff18ee750aa25fa
2025-09-30 02:56:18,OUT,368.78985,TF6SacvMxwdvRsnzRuezw2Stj4h9aZb4HS,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,1bf786a6a503d7822993194bd615a15226627d3fdd8cd4ca56bd49a323a76b88
2025-09-30 03:13:18,OUT,663.0,TDYKY7KDE3Z9mJYovks7aWgMuqCzDaeGST,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,f3c014f0af8bdd3995d3b9d2f953f8ce3b10e1b5f3434c81d8e63b794b5ecc24
2025-09-30 03:23:24,OUT,67.24404,TN3QCMJJGAcYk4eHHmFEphRbFsb1Srq7ak,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,ec3e80bcf895129174ef8cb06afd7de10155f6130b51580f311402704bb13d50
2025-09-30 03:39:33,OUT,328.50545,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,a6dd7414cdd12a42dc961573da24cc7f94038d22951a8e1cf9248f51351c7500
2025-09-30 04:03:39,OUT,411.50336,TXxFA58n6v8on1ecaS9tAh7Xvmf6fdsvLA,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,631b3700f5e9b140b6554924d2be3ea33fc0b09bd1b665c992cbdeb9506886a6
2025-09-30 04:12:18,OUT,115.09952,TZ3omozCPLKHttefQqh23KdXQs78HoKcNJ,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,efd799b6454d2cf344ca4ef020832459fd9312912ace53b0240c934c8c3e53e7
2025-09-30 04:20:42,OUT,217.0016,TQfThB4pJZGw3nvuGRzS9XWwMvM1eU8UJN,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,f329d5c9be22bafb0950c05cd24b4fd746b1cb12d7159b134376e6a69c1abd88
2025-09-30 06:21:48,OUT,88.16064,TQkwV4VrTQb6cVzw5HqPyUsTE7vV13GwWK,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,1e51b6f8df1d62e9900ebb7bd60d06aa9daa0cf9c821199112d40b6061e70a13
2025-09-30 06:38:45,OUT,88.16064,TStrfB7zdEGbiq6pnvDU4v1EY2MfruvKpZ,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,3dfe1f3d6826d8bf4818c5fa5a9158f076b39d4397c77f4ea999ee80b2d9ea05
2025-09-30 10:47:36,OUT,87.97568,TQkwV4VrTQb6cVzw5HqPyUsTE7vV13GwWK,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,1c7e64b8c79175b613d09440b21ba4e8f249d1f7003a9fe8958ab0c28ad57195
2025-09-30 11:29:15,OUT,431.76192,THbSuTSsCA63yWSKPo2xkPWEkPV8wwMMji,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,46f679a3dc50c2125201bc1153477528efd25a06c21ce6f592574f64f95f6a29
2025-09-30 11:33:42,OUT,112.59712,TQmFHWSPkYR8N2c3iSGp6DR4bQD4xzVTZj,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,6b61ab59a5493f92c1981537ac7321c1cf0b53b5fad6b7cfcc4ddcb30cbe00ce
2025-09-30 12:24:45,OUT,215.92448,TJxSC3Qbbf8GpGvF2Bw1LQodzeAHEoFSHM,True,Coupled with 3602.964205 IN at 2025-09-30 02:19:39,24b80d948c17d5122d797decd563633af898d23fd6f8dccaaa92413ecc8b7f4d
2025-09-30 14:22:15,OUT,652.8,TQfThB4pJZGw3nvuGRzS9XWwMvM1eU8UJN,True,Coupled with 1623.15 IN at 2025-09-30 14:15:48,41314bed36a71b66d101400a3a8cbd5839cebefd3c363a8d6e8ff666fc6108b3
2025-09-30 14:44:03,OUT,452.97,TQkx3TbV61gZE45EC3e6TwJGtQofAhBpdH,True,Coupled with 1623.15 IN at 2025-09-30 14:15:48,5cc623fd10da0df1d91163a9e382a526e26d44feebd52cb26c0213e43159c776
2025-09-30 14:57:39,OUT,659.09952,TQfThB4pJZGw3nvuGRzS9XWwMvM1eU8UJN,True,Coupled with 2165.263198 IN at 2025-09-30 14:55:48,08176f3fe13ddbfe34c17009d5a75b88675d966f8d26dca134d373d4c5d3c918
2025-09-30 15:11:27,OUT,315.65056,THf9y7KfDqZo6EsvNvYgJSMmNL9LyU7ZsN,True,Coupled with 2165.263198 IN at 2025-09-30 14:55:48,7c6797af2541ec28887fe3fdbc8ac5a673afe559f38f652c2c61fe4c4d7a03c0
2025-09-30 16:38:00,OUT,264.928,TQkx3TbV61gZE45EC3e6TwJGtQofAhBpdH,True,Coupled with 2165.263198 IN at 2025-09-30 14:55:48,ef166ed517b1c629c073bc1d50bf45f5685a2cafae95acc5bd85248c7ad28c31
2025-09-30 20:54:06,OUT,210.76736,TNzeWLcjkzc7aUia65aq5R8Dn1WYVEPKN2,True,Coupled with 2165.263198 IN at 2025-09-30 14:55:48,fff9119d10a42cc0f88deadfbc32d23f19f1827b2318d3c8217ca3ca2e6e81ba
2025-09-30 21:15:51,OUT,1088.0,TVw66GT1ksBD5L9G1WXsQcTRUSfNyy2ooZ,True,Coupled with 2165.263198 IN at 2025-09-30 14:55:48,aad8351aaafa32c8cb36822e5333828c9f87c350bcd5927c768b823f5e2f0a0b
2025-10-01 01:42:33,OUT,1088.0,TVw66GT1ksBD5L9G1WXsQcTRUSfNyy2ooZ,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,847c3f3003ce53bac9772973a9c634ec887418932c85bc341eefbd10d62794fc
2025-10-01 08:38:00,OUT,660.92736,THcreDQhZEND2Cd6JCxim96w6Y9xpG5umw,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,8bd2220c31871867e52a61c63a665afca7f3c7bb84fcfd6c1a38910c30567932
2025-10-01 08:47:33,OUT,32.75968,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,6dc3e44d61e958c09b896bb04dc47f8753f6273b941eb26266bae1d15c78dd94
2025-10-01 09:09:48,OUT,93.045576,TK6emgWaVhi8c63SnYQ3ketYi1thMBLEDw,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,037f5747fb9189d49e8c0b858aab59be1f0f273c8133b6254816465ed7e1a53a
2025-10-01 09:39:54,OUT,88.04096,TStrfB7zdEGbiq6pnvDU4v1EY2MfruvKpZ,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,27ac92633e786cfc23171bc82409d3866d5887d3ab827eca592b721bce077fc9
2025-10-01 09:47:12,OUT,652.8,TDYKY7KDE3Z9mJYovks7aWgMuqCzDaeGST,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,86a1f482a18747a4e05c5e872e7c7c9f3ab4c9d4404851bd0842cc07c95d21e7
2025-10-01 10:51:42,OUT,34.85952,TStrfB7zdEGbiq6pnvDU4v1EY2MfruvKpZ,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,9bcfe600a1aeff936c860b65bada99de47c2a5f8789cce290b575cd3ca6aa72e
2025-10-01 11:03:42,OUT,652.8,TWH2vD2sfeuQWrAmswfikAWhFNnaDGeesw,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,e58c1375c50c268605fe486aedf7edc8488c40aa0d43283e1e81fafa24158ba7
2025-10-01 11:44:15,OUT,101.71,TQmFHWSPkYR8N2c3iSGp6DR4bQD4xzVTZj,True,Coupled with 1624.87 IN at 2025-10-01 01:37:24,28b967c230cfed79ed1267e6f93e0a8610834b0a7bfc7bdac4d1cc3dfa11501e
2025-10-01 12:48:36,OUT,22.02112,TH3GH4CQjB7REcL9syP2XknCmwjBg2VULT,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,a44cba2769ea1fc15ab1f0c8f19a06d57f0be9fc1041996619b19f5af83d4e91
2025-10-01 14:25:30,OUT,370.60544,TF6SacvMxwdvRsnzRuezw2Stj4h9aZb4HS,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,2bea90273da3d527a30361898d9c673d8e923bed037ccb9c69051ab6ac95e114
2025-10-01 14:47:48,OUT,30.98624,TQkx3TbV61gZE45EC3e6TwJGtQofAhBpdH,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,196e4429404fd86dcd6af06fd448a2d3c7e55d89b49c359a0ac2b6fbaeacec1f
2025-10-01 14:55:45,OUT,30.7904,TF52tWgrR1NU4B2uc5CWWdUyG5pgX9jTxR,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,6b3054ec51ba1e2c70baf5306e4b2bbc804b2c9732613ad0ff8e01efb22c8c3b
2025-10-01 15:10:45,OUT,85.5712,THL2TqtjHNRp2RkQnbefRgL7ZNfbc8NcvB,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,84a2202a60b9c79855993128781c42e72b4c9a6420ce6c762376bf00c65eec8f
2025-10-01 17:17:06,OUT,91.65312,TGz4bFUAvZWkAB2vjfLEDVFAb3ctE9dWjg,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,58383bf25cd5168d26478c913c669be2a45270e60463670cd6e68ebbefad418c
2025-10-01 17:34:39,OUT,88.10624,TGz4bFUAvZWkAB2vjfLEDVFAb3ctE9dWjg,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,ee543f63bf30ff3e06cae8f8c8c31de0be25ce414d5e7cbaaf01b39b6d680fc8
2025-10-01 18:56:09,OUT,10.21632,TBoCsDpCaYFaSs2MMrR6Fb38zw9sA9tAni,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,29b839dc12e4ebac634edf34f3097a9d7c7f801e7940eb251bd99c46175cf213
2025-10-01 19:04:21,OUT,264.46016,TZ3omozCPLKHttefQqh23KdXQs78HoKcNJ,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,39b394cc6ada5a2ceeea57b0415e58b929b2615dc919abd57ce763f9ea28bd14
2025-10-01 20:23:12,OUT,1088.0,TVw66GT1ksBD5L9G1WXsQcTRUSfNyy2ooZ,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,1cdb0a5f66a0a095c3fd8108097b68d1ddd5752310d643f9d371ae695177783e
2025-10-01 20:44:15,OUT,20.76992,TH9tqwrNgx5guqiqE299Gud5F5fVo4w3E1,True,Coupled with 2167.58 IN at 2025-10-01 12:22:48,4ef7a97ec32c34050162ad92d87c1f19b2b5d042dac8d395b2e9b9299fa93720
2025-10-02 07:31:42,OUT,866.16,TJ34DXnYpQYPG7pHPgAzZMwYqkVrGJntz7,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,4af9ea6118a60019523071a86cc2853e56d2624725709c8a556db4912243fd80
2025-10-02 07:44:09,OUT,274.713471,TAGe3FkEBeEdZbqbAgznwQ3naY1hkk3hyF,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,804f75c5fb7ea8c1fb3c3e95b507ef54be11e09a946e1b4209becef64e4ff536
2025-10-02 09:37:09,OUT,264.492783,TJ8DQNipPCf97fKeUT27RgBKkkgWoFWgYD,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,cff14a6935db12dbba9bfe8ec873ae5adff45e9e4c6ef3aab082671f007970fc
2025-10-02 09:42:06,OUT,112.449222,THDvFeqgKKMUEM5mcsdCzjbXyr5fCG9C1e,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,8afd4a0eb1211481a291a87d2064a6a8d9f6987e639609573228134e30a2dba5
2025-10-02 10:36:24,OUT,220.0,TK6emgWaVhi8c63SnYQ3ketYi1thMBLEDw,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,882d15da1e915cb5cc6dcf73bd16e9b9f2cdddc9ba3f09601d9595cc29947fcc
2025-10-02 12:26:09,OUT,87.712252,TMBurXSCAF8YMtLNdjosBmjM9a9b46D1D3,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,40af8815893f7862fd716fa1395c13a73797f8d431e8a328a5231a3d6e06143b
2025-10-02 12:43:18,OUT,649.62,TYjDyRmi9tyg18Jo7618wvmgSzaz45UahT,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,5c4d3f5f6dbcfb9d6b9dc9b05f075263c53beb896149c9cfc5f7a1135363cc73
2025-10-02 13:53:57,OUT,437.84,TDyDyY1PJHm5w3WvbyWEyVmortxWLXix9K,True,Coupled with 2604.394804 IN at 2025-10-02 07:30:42,ca6daf3c434f9581e3b4014939fe3a8c181f48623d59f5ab6ce30bdaf1d9f49e
